0	1
0.125	0.991557
0.25	0.939706
0.375	0.94558
0.5	0.962731
0.625	0.966642
0.75	1.00944
0.875	0.967471
1	0.940525
1.125	0.974843
1.25	0.985285
1.375	0.980417
1.5	0.990372
1.625	0.980561
1.75	0.938661
1.875	0.983409
2	0.949635
2.125	1.03488
2.25	1.08032
2.375	1.09353
2.5	1.07866
2.625	0.996438
2.75	0.986007
2.875	0.990043
3	1.03945
3.125	0.974635
3.25	1.00139
3.375	1.01878
3.5	1.07945
3.625	1.15703
3.75	1.15484
3.875	1.20197
4	1.14718
4.125	1.10465
4.25	1.09104
4.375	1.11337
4.5	1.16427
4.625	1.2394
4.75	1.17769
4.875	1.17438
5	1.15453



